Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;IH1rev1;IH1rev1-quantised;IH2rev1;IH2rev1-quantised;IH3rev1;IH3rev1-quantised;IH4rev1;IH4rev1-quantised;IH5rev1;IH5rev1-quantised;IH6norm2;IH6norm2-quantised;IH7norm2;IH7norm2-quantised;IH8norm2;IH8norm2-quantised;IH9norm2;IH9norm2-quantised;IH10norm2;IH10norm2-quantised;IH11norm3;IH11norm3-quantised;IH12norm3;IH12norm3-quantised;IH13norm3;IH13norm3-quantised;IH14norm3;IH14norm3-quantised;IH15norm3;IH15norm3-quantised;IH16norm3;IH16norm3-quantised;IH17rev4;IH17rev4-quantised;IH18rev4;IH18rev4-quantised;IH19rev4;IH19rev4-quantised;IH20rev4;IH20rev4-quantised;IH21rev4;IH21rev4-quantised;IH22rev4;IH22rev4-quantised;END QUESTIONNAIRE
1;1643354108603;28/01/2022 07:15:08;1643354136691;2;28/01/2022 09:15:36;55551;25;questionnaire-oyla;;18951635;BLIND;5614189;;complete;;;computer;Desktop or Laptop;Linux i686;Firefox 78.0;1680x1050;1680x898;Openminded Chunk;Intellectual Humility Scale (Finnish);7;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;2;2;2;2;2;2;2;2;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;5;5;2;2;3;3;2;2;1;1;1;1;1;1;155857
1;1643381453295;28/01/2022 14:50:53;1643381453171;2;28/01/2022 16:50:53;55551;25;questionnaire-oyla;;18964284;BLIND;5616968;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1301x732;1302x659;Openminded Chunk;Intellectual Humility Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;1;1;1;1;1;1;1;1;5;5;3;3;5;5;5;5;3;3;5;5;5;5;4;4;5;5;5;5;5;5;3;3;4;4;4;4;1;1;2;2;3;3;145222
1;1643388413268;28/01/2022 16:46:53;1643388413087;2;28/01/2022 18:46:53;55551;25;questionnaire-oyla;;18968017;BLIND;5618126;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1920x1080;1280x587;Openminded Chunk;Intellectual Humility Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;4;4;3;3;2;2;4;4;4;4;4;4;4;4;4;4;3;3;2;2;4;4;4;4;3;3;3;3;3;3;3;3;4;4;2;2;2;2;2;2;127915
1;1643407621455;28/01/2022 22:07:01;1643407621821;2;29/01/2022 00:07:01;55551;25;questionnaire-oyla;;18974880;BLIND;5621289;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1536x864;1536x711;Openminded Chunk;Intellectual Humility Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;2;2;2;2;2;2;1;1;5;5;5;5;4;4;4;4;4;4;3;3;3;3;4;4;5;5;4;4;4;4;3;3;3;3;2;2;3;3;1;1;3;3;87625
1;1643554392053;30/01/2022 14:53:12;1643554394760;2;30/01/2022 16:53:14;55551;25;questionnaire-oyla;;18994380;BLIND;5626669;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1280x720;1280x613;Reasoning Chunk;Intellectual Humility Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;;No;1;1;1;1;2;2;1;1;2;2;5;5;5;5;4;4;4;4;4;4;5;5;5;5;3;3;4;4;3;3;3;3;3;3;3;3;4;4;4;4;3;3;4;4;170755
1;1643617533728;31/01/2022 08:25:33;1643617533599;2;31/01/2022 10:25:33;55551;25;questionnaire-oyla;;19005550;BLIND;5629594;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1536x722;Openminded Chunk;Intellectual Humility Scale (Finnish);7;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;3;3;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;5;4;4;4;4;4;4;2;2;2;2;4;4;2;2;2;2;159365
1;1643618385353;31/01/2022 08:39:45;1643618385234;2;31/01/2022 10:39:45;55551;25;questionnaire-oyla;;19005682;BLIND;5629626;;live;;;computer;Desktop or Laptop;Windows 10;Edge 97.0.1072.69;1280x720;1024x462;Reasoning Chunk;Intellectual Humility Scale (Finnish);7;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;2;2;2;2;3;3;2;2;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;2;2;4;4;2;2;2;2;2;2;125302
1;1643623489483;31/01/2022 10:04:49;1643623489338;2;31/01/2022 12:04:49;55551;25;questionnaire-oyla;;19007076;BLIND;5629995;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.2;1440x900;1416x710;Openminded Chunk;Intellectual Humility Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;3;3;2;2;1;1;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;4;3;3;5;5;5;5;2;2;3;3;4;4;3;3;1;1;2;2;88773
1;1643632662359;31/01/2022 12:37:42;1643632646185;2;31/01/2022 14:37:26;55551;25;questionnaire-oyla;;19012068;BLIND;5631076;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 97.0.4692.99;1440x900;1440x693;Openminded Chunk;Intellectual Humility Scale (Finnish);7;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;3;3;4;4;2;2;4;4;3;3;4;4;3;3;3;3;4;4;3;3;4;4;4;4;2;2;4;4;3;3;2;2;3;3;2;2;2;2;3;3;163450
1;1643648938661;31/01/2022 17:08:58;1643648931786;2;31/01/2022 19:08:51;55551;25;questionnaire-oyla;;19024402;BLIND;5634435;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1536x754;Openminded Chunk;Intellectual Humility Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;1;1;1;1;1;1;1;1;5;5;4;4;4;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;2;2;2;4;4;2;2;4;4;163772
1;1643698774076;01/02/2022 06:59:34;1643698773968;2;01/02/2022 08:59:33;55551;25;questionnaire-oyla;;19045906;BLIND;5641501;;complete;;;computer;Desktop or Laptop;Linux x86_64;Firefox 91.0;1920x1080;1920x897;Openminded Chunk;Intellectual Humility Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;5;5;4;4;3;3;2;2;3;3;2;2;2;2;2;2;4;4;3;3;4;4;2;2;1;1;2;2;213355
1;1643735207314;01/02/2022 17:06:47;1643735208460;2;01/02/2022 19:06:48;55551;25;questionnaire-oyla;;19062869;BLIND;5645930;;complete;;;computer;Desktop or Laptop;Windows 7;Chrome 97.0.4692.99;1920x1080;1920x969;Openminded Chunk;Intellectual Humility Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;1;1;2;2;1;1;3;3;3;3;3;3;2;2;4;4;5;5;5;5;4;4;4;4;3;3;3;3;3;3;1;1;4;4;4;4;2;2;4;4;155429
1;1643754679167;01/02/2022 22:31:19;1643754679091;1;01/02/2022 23:31:19;55551;25;questionnaire-oyla;;19071263;BLIND;5649003;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x577;Openminded Chunk;Intellectual Humility Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;4;4;4;4;1;1;1;1;5;5;3;3;5;5;5;5;5;5;5;5;3;3;4;4;4;4;4;4;5;5;2;2;1;1;4;4;1;1;2;2;1;1;73079
1;1643795085068;02/02/2022 09:44:45;1643795084991;2;02/02/2022 11:44:44;55551;25;questionnaire-oyla;;19076569;BLIND;5650356;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1536x864;1024x476;Openminded Chunk;Intellectual Humility Scale (Finnish);7;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;2;2;2;2;2;2;4;4;5;5;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;87956
1;1643809676534;02/02/2022 13:47:56;1643809676007;2;02/02/2022 15:47:56;55551;25;questionnaire-oyla;;19087228;BLIND;5653211;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 96.0.4664.110;1280x720;1280x609;Openminded Chunk;Intellectual Humility Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;4;4;4;4;2;2;2;2;4;4;4;4;5;5;5;5;5;5;4;4;4;4;4;4;5;5;4;4;4;4;2;2;3;3;3;3;2;2;1;1;2;2;122917
1;1643810162838;02/02/2022 13:56:02;1643810162244;2;02/02/2022 15:56:02;55551;25;questionnaire-oyla;;19087822;BLIND;5653192;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x720;1096x593;Openminded Chunk;Intellectual Humility Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;1;1;1;1;1;1;4;4;3;3;4;4;2;2;4;4;3;3;3;3;4;4;4;4;3;3;3;3;2;2;1;1;1;1;4;4;1;1;3;3;233416
1;1643842993709;02/02/2022 23:03:13;1643842992765;2;03/02/2022 01:03:12;55551;25;questionnaire-oyla;;19110436;BLIND;5659605;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1366x768;1366x587;Openminded Chunk;Intellectual Humility Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;2;2;2;2;1;1;4;4;3;3;3;3;2;2;3;3;4;4;4;4;4;4;5;5;3;3;4;4;3;3;4;4;4;4;3;3;3;3;3;3;235104
1;1643893486476;03/02/2022 13:04:46;1643893486860;2;03/02/2022 15:04:46;55551;25;questionnaire-oyla;;19126751;BLIND;5664543;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1313x739;1314x635;Science Chunk;Intellectual Humility Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;;;No;2;2;1;1;1;1;2;2;2;2;4;4;3;3;3;3;4;4;3;3;5;5;5;5;4;4;4;4;4;4;4;4;2;2;2;2;1;1;4;4;1;1;2;2;341962
1;1643963396721;04/02/2022 08:29:56;1643963395633;2;04/02/2022 10:29:55;55551;25;questionnaire-oyla;;19155387;BLIND;5676387;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1920x1080;1920x890;Openminded Chunk;Intellectual Humility Scale (Finnish);7;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;5;5;4;4;5;5;1;1;2;2;3;3;1;1;1;1;1;1;152456
1;1643985524646;04/02/2022 14:38:44;1643985524530;2;04/02/2022 16:38:44;55551;25;questionnaire-oyla;;19166623;BLIND;5679394;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 98.0.4758.80;1440x900;1440x789;Openminded Chunk;Intellectual Humility Scale (Finnish);7;FGEHDICJBKALNM;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;2;2;4;4;2;2;2;2;5;5;5;5;5;5;5;5;5;5;3;3;4;4;5;5;3;3;2;2;4;4;1;1;1;1;1;1;1;1;1;1;1;1;211282
1;1644018129345;04/02/2022 23:42:09;1644018129249;2;05/02/2022 01:42:09;55551;25;questionnaire-oyla;;19184775;BLIND;5686104;;complete;;;computer;Desktop or Laptop;Linux x86_64;Chrome 98.0.4758.80;1920x1080;1351x895;Openminded Chunk;Intellectual Humility Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;2;2;2;2;2;2;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;151663
1;1644060221596;05/02/2022 11:23:41;1644060222426;2;05/02/2022 13:23:42;55551;25;questionnaire-oyla;;19190467;BLIND;5687135;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x552;Openminded Chunk;Intellectual Humility Scale (Finnish);7;HIGJFKELDMCNBA;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;3;3;4;4;3;3;3;3;3;3;2;2;3;3;85519
1;1644073305075;05/02/2022 15:01:45;1644072730685;2;05/02/2022 16:52:10;55551;25;questionnaire-oyla;;19196384;BLIND;5687746;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1202x618;Openminded Chunk;Intellectual Humility Scale (Finnish);7;IJHKGLFMENDACB;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;3;3;2;2;2;2;5;5;5;5;5;5;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;2;2;2;2;2;234327
1;1644076764132;05/02/2022 15:59:24;1644076764057;2;05/02/2022 17:59:24;55551;25;questionnaire-oyla;;19197370;BLIND;5688370;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x800;1280x634;Openminded Chunk;Intellectual Humility Scale (Finnish);7;JKILHMGNFAEBDC;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;1;1;1;1;1;1;1;1;5;5;4;4;5;5;5;5;4;4;4;4;5;5;5;5;4;4;5;5;4;4;3;3;4;4;4;4;1;1;2;2;3;3;227057
1;1644139205827;06/02/2022 09:20:05;1644139207127;2;06/02/2022 11:20:07;55551;25;questionnaire-oyla;;19206348;BLIND;5691188;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1280x720;1280x609;Openminded Chunk;Intellectual Humility Scale (Finnish);7;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;3;3;3;3;4;4;2;2;110835
1;1644151458766;06/02/2022 12:44:18;1644151458662;2;06/02/2022 14:44:18;55551;25;questionnaire-oyla;;19210052;BLIND;5691497;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Chrome 95.0.4638.69;1280x800;1280x702;Openminded Chunk;Intellectual Humility Scale (Finnish);7;LMKNJAIBHCGDFE;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;2;2;1;1;1;1;2;2;2;2;5;5;3;3;3;3;4;4;4;4;4;4;4;4;5;5;5;5;3;3;4;4;1;1;3;3;3;3;3;3;2;2;3;3;213479
1;1644179735521;06/02/2022 20:35:35;1644179910600;2;06/02/2022 22:38:30;55551;25;questionnaire-oyla;;19219440;BLIND;5693586;;complete;;;computer;Desktop or Laptop;Windows 10;Edge 98.0.1108.43;1366x768;1366x625;Openminded Chunk;Intellectual Humility Scale (Finnish);7;MNLAKBJCIDHEGF;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;3;3;3;3;2;2;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;3;3;3;4;4;2;2;3;3;160900
1;1644181494302;06/02/2022 21:04:54;1644181494122;2;06/02/2022 23:04:54;55551;25;questionnaire-oyla;;19219856;BLIND;5693701;;live;;;computer;Desktop or Laptop;Mac OS 10.15;Firefox 96.0;1824x1140;1753x965;Openminded Chunk;Intellectual Humility Scale (Finnish);7;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;2;2;2;2;2;2;2;2;5;5;5;5;5;5;4;4;5;5;5;5;4;4;5;5;4;4;4;4;5;5;3;3;3;3;4;4;2;2;1;1;3;3;232223
1;1644227420514;07/02/2022 09:50:20;1644227420355;2;07/02/2022 11:50:20;55551;25;questionnaire-oyla;;19226316;BLIND;5695843;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.6;Safari 14.0.1;1280x800;1280x634;Openminded Chunk;Intellectual Humility Scale (Finnish);7;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;1;1;1;1;1;1;1;1;4;4;4;4;3;3;4;4;4;4;5;5;5;5;5;5;5;5;4;4;4;4;2;2;3;3;3;3;4;4;2;2;4;4;72272
1;1644228000174;07/02/2022 10:00:00;1644227999714;2;07/02/2022 11:59:59;55551;25;questionnaire-oyla;;19226520;BLIND;5695925;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1366x663;Openminded Chunk;Intellectual Humility Scale (Finnish);7;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;1;1;2;2;2;2;2;2;1;1;5;5;4;4;5;5;4;4;5;5;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;3;3;4;4;2;2;3;3;92576
1;1644415293566;09/02/2022 14:01:33;1644415293571;2;09/02/2022 16:01:33;55551;25;questionnaire-oyla;;19307380;BLIND;5726771;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1536x864;1536x778;Openminded Chunk;Intellectual Humility Scale (Finnish);7;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;5;5;4;4;4;4;4;4;4;4;5;5;4;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;4;2;2;1;1;3;3;1;1;3;3;2;2;104404
1;1644438100440;09/02/2022 20:21:40;1644438100346;2;09/02/2022 22:21:40;55551;25;questionnaire-oyla;;19321915;BLIND;5731793;;live;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.1;1280x800;1204x649;Reasoning Chunk;Intellectual Humility Scale (Finnish);7;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;;No;3;3;2;2;2;2;2;2;2;2;4;4;4;4;4;4;3;3;4;4;3;3;3;3;4;4;4;4;2;2;3;3;4;4;3;3;4;4;3;3;1;1;2;2;111012
1;1644439056180;09/02/2022 20:37:36;1644439075547;2;09/02/2022 22:37:55;55551;25;questionnaire-oyla;;19322164;BLIND;5731864;;live;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.99;1366x768;1242x597;Openminded Chunk;Intellectual Humility Scale (Finnish);7;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;4;4;3;3;4;4;4;4;3;3;4;4;2;2;4;4;4;4;2;2;4;4;4;4;5;5;5;5;5;5;4;4;3;3;4;4;5;5;3;3;2;2;4;4;102925
1;1644566840875;11/02/2022 08:07:20;1644566841815;2;11/02/2022 10:07:21;55551;25;questionnaire-oyla;;19365934;BLIND;5747184;;complete;;;computer;Desktop or Laptop;Windows 10;Firefox 96.0;1280x720;1280x616;Openminded Chunk;Intellectual Humility Scale (Finnish);7;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;5;5;5;5;4;4;3;3;3;3;3;3;2;2;3;3;1;1;2;2;66300
