PartID;Response;text;S.Fluency;S.Flex;K.Fluency;K.Flex;Response;text
4886552;Heittokilpailun heitettävä esine;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;Heittokilpailun heitettävä esine;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
4886552;ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5375463;ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5375463;juoma-astia;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;juoma-astia;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5375463;säilytyslokero;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;säilytyslokero;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5375463;sukkavarasto;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;0;1;0;sukkavarasto;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5375463;vasara;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;vasara;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5375463;kärpäslätkä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;kärpäslätkä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5375463;vasara;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;vasara;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5375463;polttopuu;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;polttopuu;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5375463;kainalosauva;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;kainalosauva;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5375463;kukkakeppi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;kukkakeppi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5375463;taideoteos;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;taideoteos;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5375463;pannunalunen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;pannunalunen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5375463;tienviitta;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;tienviitta;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5375463;kilpi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;kilpi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5375463;tiirikka;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;tiirikka;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5375463;kynnenalusten puhdistin;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;kynnenalusten puhdistin;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5375463;joulukoriste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;joulukoriste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5375463;kaulakoru;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;kaulakoru;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5375463;korvakoru;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;0;1;0;korvakoru;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5375463;pussinsulkija;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;pussinsulkija;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5375463;takansytyke;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;takansytyke;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5375463;koiranpennun kuivikealusta;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;koiranpennun kuivikealusta;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5375463;vessapaperi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;vessapaperi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5375463;paperihattu;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;paperihattu;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5375463;kirjekuori;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;kirjekuori;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5375463;sadesuoja;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;sadesuoja;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5375463;peitto;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;peitto;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5375463;kärpäslätkä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;kärpäslätkä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5399212;Väline heittokisassa;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;Väline heittokisassa;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5399212;Kukkaruukku;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;Kukkaruukku;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5399212;Kynäteline;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;Kynäteline;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5399212;Leimasin;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;Leimasin;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5399212;Jumppapaino;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;Jumppapaino;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5399212;Paino roskiksen kannen päällä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;Paino roskiksen kannen päällä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5399212;Tienviitta;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;Tienviitta;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5399212;Tarjotin;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;Tarjotin;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5399212;Ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;Ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5399212;Lyöntiväline;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;Lyöntiväline;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5399212;Pesäpallon syöttölautanen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;Pesäpallon syöttölautanen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5399212;Taide-esine seinällä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;Taide-esine seinällä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5399212;Taidemaalauksen pohja;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;0;1;1;Taidemaalauksen pohja;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5399212;Kiila auton renkaiden alle ettei talvella tarvitse laittaa käsijarrua;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;Kiila auton renkaiden alle ettei talvella tarvitse laittaa käsijarrua;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5399212;Tiirikka;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;Tiirikka;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5399212;Avaamaan esimerkiksi kännykän tai tietokoneen (kun täytyy työntää johonkin koloon jotain pientä);Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;Avaamaan esimerkiksi kännykän tai tietokoneen (kun täytyy työntää johonkin koloon jotain pientä);Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5399212;Taiteen tekemiseen raaputtamalla;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;Taiteen tekemiseen raaputtamalla;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5399212;Hieman uudelleen muotoiltuna korvakoru;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;Hieman uudelleen muotoiltuna korvakoru;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5399212;Seinäkalenterin reunaan osoittamaan, missä viikossa eletään;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;Seinäkalenterin reunaan osoittamaan, missä viikossa eletään;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5399212;Kiinnittää sukat toisiinsa;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;Kiinnittää sukat toisiinsa;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5399212;Siihen voi pujottaa hiuspinnejä, jotteivät ne huku;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;0;Siihen voi pujottaa hiuspinnejä, jotteivät ne huku;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5399212;Ikkunanpesu;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;Ikkunanpesu;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5399212;Pakkauspehmuste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;Pakkauspehmuste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5399212;Vessapaperi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;Vessapaperi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5399212;Lahjapaperi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;Lahjapaperi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5399212;Kenkien sisään pitkäaikaissäilytyksessä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;Kenkien sisään pitkäaikaissäilytyksessä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5399212;Sytyke;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;Sytyke;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5399212;Pöytää suojaamaan esim. askartelun yhteydessä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;Pöytää suojaamaan esim. askartelun yhteydessä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5399212;Kuivike biojätteeseen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;Kuivike biojätteeseen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;stressinpurkuketjuttaminen, ;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;stressinpurkuketjuttaminen, urien puhdistus, narun pujotus (esim. verkkarit), reijittäminen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5443499;urien puhdistus, ;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;reijittäminen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5443499;narun pujotus (esim. verkkarit), ;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;ketjunteko;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5443499;reijittäminen;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;narunpujotus;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5443499;ketjunteko;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**;1;1;1;1;urien puhdistus;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **paperiliitin**
5443499;silta;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;silta;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5443499;ovenpönkkä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;ovenpönkkä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5443499;auton renkaan alle mutaan;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;auton renkaan alle mutaan;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5443499;marsun estoseinä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;marsun estoseinä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5443499;pissa-alusta pennuille;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;pissa-alusta pennuille;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;kärpäslätkä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;kärpäslätkä;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;kompostipussi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;kompostipussi;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;sytyke;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;sytyke;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;lämmike;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;lämmike;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;eriste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;eriste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;valoverho;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;valoverho;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;(maalatessa) suoja;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**;1;1;1;1;(maalatessa) suoja;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **sanomalehti**
5443499;ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5443499;koiran lelu;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;koiran lelu;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5443499;hääauton perässä koriste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;hääauton perässä koriste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5443499;kissanpennun nukkumapaikka;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;kissanpennun nukkumapaikka;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5443499;installaatiossa;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**;1;1;1;1;installaatiossa;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **kenkä**
5451953;pöytätaso;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;pöytätaso;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5451953;liuska;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;liuska;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5451953;tukipilari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;tukipilari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5451953;ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;ovistoppari;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
5451953;lisäeriste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**;1;1;1;1;lisäeriste;Kirjoita kaikki mahdolliset käyttötavat seuraavalle esineelle: **puinen lankku**
