Event Index;UTC Timestamp;UTC Date;Local Timestamp;Local Timezone;Local Date;Experiment ID;Experiment Version;Tree Node Key;Repeat Key;Schedule ID;Participant Public ID;Participant Private ID;Participant Starting Group;Participant Status;Participant Completion Code;Participant External Session ID;Participant Device Type;Participant Device;Participant OS;Participant Browser;Participant Monitor Size;Participant Viewport Size;Checkpoint;Task Name;Task Version;order-8fbu;checkpoint-jqo9;checkpoint-c9q5;checkpoint-a7bi;checkpoint-jcga;Randomise questionnaire elements?;rp-1;rp-1-text;rp-1-quantised;rp-2-1;rp-2-2;rp-2-3;rp-2-4;rp-2-5;rp-2-6;rp-2-7;rp-2-8;rp-2-text;rp-2-other;rp-3;rp-3-text;rp-3-quantised;rp-4;rp-4-text;rp-4-quantised;END QUESTIONNAIRE
1;1642446357204;17/01/2022 19:05:57;1642446345949;2;17/01/2022 21:05:45;55551;24;questionnaire-otb8;;18575693;BLIND;5498171;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1280x720;1280x609;Openminded Chunk;Randomness and probability (Finnish);6;KLJMINHAGBFCED;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;246253
1;1642516507130;18/01/2022 14:35:07;1642516507052;2;18/01/2022 16:35:07;55551;24;questionnaire-otb8;;18597437;BLIND;5504593;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 95.0.4638.69;1440x900;1440x750;Openminded Chunk;Randomness and probability (Finnish);6;NAMBLCKDJEIFHG;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;Pyydys 1;;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;128971
1;1642525974481;18/01/2022 17:12:54;1642525974389;2;18/01/2022 19:12:54;55551;24;questionnaire-otb8;;18605630;BLIND;5507405;;complete;;;computer;Desktop or Laptop;Mac OS 10.13.6;Safari 13.1.2;1440x900;1352x811;Openminded Chunk;Randomness and probability (Finnish);6;CDBEAFNGMHLIKJ;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;150561
1;1642526012342;18/01/2022 17:13:32;1642526012152;2;18/01/2022 19:13:32;55551;24;questionnaire-otb8;;18605673;BLIND;5506382;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Chrome 95.0.4638.69;1280x800;1279x639;Openminded Chunk;Randomness and probability (Finnish);6;BCADNEMFLGKHJI;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;226153
1;1642531147515;18/01/2022 18:39:07;1642531147443;2;18/01/2022 20:39:07;55551;24;questionnaire-otb8;;18612178;BLIND;5505611;;complete;;;computer;Desktop or Laptop;Mac OS 10.14.6;Chrome 96.0.4664.110;1366x768;1356x589;Openminded Chunk;Randomness and probability (Finnish);6;ABNCMDLEKFJGIH;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa B (jossa syntyy 10 lasta päivässä).;;2;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;454406
1;1642602707488;19/01/2022 14:31:47;1642602708369;2;19/01/2022 16:31:48;55551;24;questionnaire-otb8;;18642016;BLIND;5517409;;complete;;;computer;Desktop or Laptop;Windows 10;Chrome 97.0.4692.71;1600x900;1600x789;Openminded Chunk;Randomness and probability (Finnish);6;DECFBGAHNIMJLK;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Sairaalassa A (jossa syntyy 50 lasta päivässä).;;1;Pyydys 1;Pyydys 2;;;;;;;;;Kanava 2;;5;Ruudukot A ja C;;4;189097
1;1642613418196;19/01/2022 17:30:18;1642613418100;2;19/01/2022 19:30:18;55551;24;questionnaire-otb8;;18651620;BLIND;5520492;;complete;;;computer;Desktop or Laptop;Mac OS 10.15.7;Safari 15.2;1920x1080;996x820;Openminded Chunk;Randomness and probability (Finnish);6;EFDGCHBIAJNKML;Decision Chunk;Science Chunk;Reasoning Chunk;Openminded Chunk;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;;;;;;;;;"Kanava 1; 2 tai 3";;4;"Ruudukot A; B ja C";;5;165312
1;1642622368589;19/01/2022 19:59:28;1642622368461;2;19/01/2022 21:59:28;55551;24;questionnaire-otb8;;18656531;BLIND;5522622;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1280x720;1280x539;Decision Chunk;Randomness and probability (Finnish);6;FGEHDICJBKALNM;Decision Chunk;;;;No;;;;;;;;;;;;;;;;;;;;
1;1642667238710;20/01/2022 08:27:18;1642667238572;2;20/01/2022 10:27:18;55551;24;questionnaire-otb8;;18664334;BLIND;5526450;;live;;;computer;Desktop or Laptop;Windows 10;Firefox 91.0;1760x990;1273x829;Reasoning Chunk;Randomness and probability (Finnish);6;GHFIEJDKCLBMAN;Decision Chunk;Science Chunk;Reasoning Chunk;;No;Tämä on yhtä todennäköistä kummassakin sairaalassa.;;3;Pyydys 1;Pyydys 2;Pyydys 3;Pyydys 4;Pyydys 5;Pyydys 6;Pyydys 7;Pyydys 8;;;Kanava 2;;5;"Ruudukot A; B ja C";;5;122474
END OF FILE
